component_id,mean,sum,count,min,max
5471,1.960784,2.000000,0.980392,0.980392,0.980392
5454,1.924519,2.000000,0.962260,0.962260,0.962260
5439,3.855442,4.000000,0.963861,0.963282,0.964439
5432,14.711121,15.000000,0.980741,0.967368,0.991736
5431,1.942999,2.000000,0.971499,0.971499,0.971499
5423,5.867323,6.000000,0.977887,0.970336,0.985618
5386,1.946796,2.000000,0.973398,0.973398,0.973398
5360,7.827354,8.000000,0.978419,0.974129,0.980996
5335,8.825181,9.000000,0.980576,0.975938,0.985621
5323,1.960870,2.000000,0.980435,0.980435,0.980435
5316,1.958685,2.000000,0.979342,0.972792,0.985893
5315,1.949485,2.000000,0.974743,0.974743,0.974743
5312,11.861647,12.000000,0.988471,0.966733,0.994429
5308,2.952430,3.000000,0.984143,0.963879,0.994276
5299,1.920665,2.000000,0.960333,0.960333,0.960333
5286,9.680879,10.000000,0.968088,0.963605,0.974141
5275,1.923181,2.000000,0.961590,0.961590,0.961590
5266,5.841195,6.000000,0.973532,0.969338,0.976827
5197,3.845623,4.000000,0.961406,0.961132,0.961679
2356,1.938160,2.000000,0.969080,0.968352,0.969809
2353,5.829117,6.000000,0.971520,0.962855,0.978410
2352,11.626312,12.000000,0.968859,0.966412,0.975952
2351,1.948231,2.000000,0.974116,0.974116,0.974116
2350,1.932589,2.000000,0.966295,0.966295,0.966295
2349,17.530502,18.000000,0.973917,0.966799,0.979135
2347,1.926134,2.000000,0.963067,0.963067,0.963067
2345,1.927017,2.000000,0.963508,0.963508,0.963508
2282,1.924591,2.000000,0.962295,0.962295,0.962295
2256,5.836436,6.000000,0.972739,0.970692,0.974547
2229,7.789681,8.000000,0.973710,0.965217,0.981602
2089,1.922312,2.000000,0.961156,0.961156,0.961156
2083,1.940227,2.000000,0.970114,0.970114,0.970114
2070,1.926520,2.000000,0.963260,0.963260,0.963260
2069,1.945915,2.000000,0.972958,0.972958,0.972958
2062,3.852991,4.000000,0.963248,0.961334,0.965162
1877,10.646544,11.000000,0.967868,0.960117,0.982207
1873,5.790446,6.000000,0.965074,0.961278,0.969409
1856,24.748865,25.000000,0.989955,0.964425,0.997160
1854,1.924303,2.000000,0.962152,0.962152,0.962152
1848,0.967790,1.000000,0.967790,0.967790,0.967790
1845,1.935055,2.000000,0.967527,0.967527,0.967527
1842,1.922420,2.000000,0.961210,0.961210,0.961210
1838,2.906740,3.000000,0.968913,0.962572,0.972084
1837,1.935282,2.000000,0.967641,0.967641,0.967641
1836,11.842434,12.000000,0.986870,0.966220,0.991703
1834,1.922297,2.000000,0.961148,0.961148,0.961148
1833,9.680277,10.000000,0.968028,0.960014,0.974900
1828,7.934849,8.000000,0.991856,0.986136,0.994608
1827,1.928602,2.000000,0.964301,0.964301,0.964301
1826,3.851306,4.000000,0.962827,0.961227,0.964426
1822,6.773243,7.000000,0.967606,0.963753,0.970682
1821,17.402910,18.000000,0.966828,0.960614,0.977202
1820,20.524813,21.000000,0.977372,0.968623,0.983963
1814,1.928051,2.000000,0.964025,0.964025,0.964025
1791,1.921133,2.000000,0.960567,0.960567,0.960567
1761,1.928171,2.000000,0.964085,0.964085,0.964085
1744,11.915638,12.000000,0.992970,0.979642,0.998420
1743,3.935690,4.000000,0.983923,0.982294,0.985551
1742,9.862135,10.000000,0.986214,0.974371,0.994208
1733,1.987440,2.000000,0.993720,0.993720,0.993720
1727,16.732164,17.000000,0.984245,0.979358,0.988963
1718,7.975189,8.000000,0.996899,0.995202,0.997711
1717,5.966002,6.000000,0.994334,0.992818,0.995350
1694,1.960392,2.000000,0.980196,0.980196,0.980196
1689,3.882973,4.000000,0.970743,0.968538,0.972949
1672,12.613625,13.000000,0.970279,0.960039,0.981778
1652,10.798845,11.000000,0.981713,0.964358,0.992634
1650,16.519705,17.000000,0.971747,0.960010,0.978239
1626,13.611503,14.000000,0.972250,0.966094,0.981779
1587,3.860317,4.000000,0.965079,0.960905,0.969253
1566,11.985300,12.000000,0.998775,0.997290,0.999579
1557,9.931035,10.000000,0.993104,0.990840,0.995003
1553,7.919734,8.000000,0.989967,0.985376,0.993016
1541,4.866839,5.000000,0.973368,0.963650,0.977712
1536,13.905837,14.000000,0.993274,0.984783,0.997428
1477,1.929447,2.000000,0.964724,0.964724,0.964724
1459,1.972235,2.000000,0.986117,0.986117,0.986117
1452,1.926098,2.000000,0.963049,0.963049,0.963049
1439,1.993309,2.000000,0.996655,0.996655,0.996655
1393,1.933876,2.000000,0.966938,0.966938,0.966938
1293,13.695159,14.000000,0.978226,0.960722,0.996516
1289,1.922580,2.000000,0.961290,0.961290,0.961290
1287,5.861941,6.000000,0.976990,0.968350,0.984049
1281,8.899584,9.000000,0.988843,0.983793,0.994604
1276,1.969025,2.000000,0.984512,0.984512,0.984512
1258,9.853515,10.000000,0.985351,0.980737,0.990257
1251,11.921236,12.000000,0.993436,0.983827,0.998543
1250,9.781089,10.000000,0.978109,0.963460,0.985893
1233,1.951229,2.000000,0.975614,0.975614,0.975614
1207,9.870336,10.000000,0.987034,0.980551,0.995418
1201,7.743481,8.000000,0.967935,0.963798,0.972764
1195,1.994225,2.000000,0.997113,0.997113,0.997113
1163,27.438929,28.000000,0.979962,0.960700,0.986759
1143,13.830629,14.000000,0.987902,0.969218,0.996888
522,3.863740,4.000000,0.965935,0.965304,0.966566
435,4.852216,5.000000,0.970443,0.963142,0.977528
432,1.921434,2.000000,0.960717,0.960717,0.960717
431,1.936367,2.000000,0.968183,0.968183,0.968183
430,19.719044,20.000000,0.985952,0.961266,0.993385
429,1.948161,2.000000,0.974081,0.974081,0.974081
423,5.894001,6.000000,0.982333,0.976878,0.987343
421,1.928319,2.000000,0.964160,0.964160,0.964160
339,5.788020,6.000000,0.964670,0.962287,0.968102
319,1.928675,2.000000,0.964337,0.964337,0.964337
280,9.972233,10.000000,0.997223,0.995763,0.997922
277,5.981641,6.000000,0.996940,0.996051,0.997833
276,1.979356,2.000000,0.989678,0.989678,0.989678
275,0.989802,1.000000,0.989802,0.989802,0.989802
271,7.974717,8.000000,0.996840,0.996197,0.997337
270,5.951769,6.000000,0.991961,0.990833,0.993354
269,1.987921,2.000000,0.993960,0.993960,0.993960
268,6.867333,7.000000,0.981048,0.975773,0.986647
267,31.675629,32.000000,0.989863,0.977734,0.994066
265,5.936580,6.000000,0.989430,0.987595,0.991497
89,1.960988,2.000000,0.980494,0.980494,0.980494
74,1.956319,2.000000,0.978159,0.978159,0.978159
71,1.926745,2.000000,0.963372,0.963372,0.963372
70,7.873403,8.000000,0.984175,0.970247,0.989902
25,7.990382,8.000000,0.998798,0.998218,0.999235
20,1.956425,2.000000,0.978212,0.978212,0.978212
16,0.974931,1.000000,0.974931,0.974931,0.974931
13,1.933345,2.000000,0.966673,0.966673,0.966673
1,19.521404,20.000000,0.976070,0.962752,0.989363
5,6.852937,7.000000,0.978991,0.966114,0.993209
6,13.909079,14.000000,0.993506,0.975680,0.997451
7,1.935395,2.000000,0.967698,0.967698,0.967698
8,11.767153,12.000000,0.980596,0.974757,0.984446
9,3.926490,4.000000,0.981623,0.978971,0.983619
10,8.811814,9.000000,0.979090,0.974085,0.982232
11,11.711536,12.000000,0.975961,0.965451,0.981516
12,11.963524,12.000000,0.996960,0.995299,0.998143
29,1.981896,2.000000,0.990948,0.990948,0.990948
30,49.544540,50.000000,0.990891,0.963133,0.998486
32,13.756756,14.000000,0.982625,0.972401,0.991391
49,1.924209,2.000000,0.962104,0.962104,0.962104
52,9.828767,10.000000,0.982877,0.978004,0.984730
216,7.877636,8.000000,0.984705,0.983709,0.986758
669,3.862066,4.000000,0.965516,0.963863,0.967170
679,1.928706,2.000000,0.964353,0.964353,0.964353
691,1.976813,2.000000,0.988407,0.988407,0.988407
696,5.990290,6.000000,0.998382,0.997737,0.999017
697,1.970186,2.000000,0.985093,0.985093,0.985093
699,4.839911,5.000000,0.967982,0.960207,0.977035
700,3.878350,4.000000,0.969588,0.963874,0.975301
701,1.932044,2.000000,0.966022,0.966022,0.966022
702,11.977080,12.000000,0.998090,0.997206,0.998531
756,8.724607,9.000000,0.969401,0.964024,0.976122
787,3.845802,4.000000,0.961450,0.960897,0.962004
853,5.789974,6.000000,0.964996,0.960955,0.971278
854,1.927791,2.000000,0.963896,0.963896,0.963896
914,5.926909,6.000000,0.987818,0.982467,0.995083
926,1.926451,2.000000,0.963226,0.963226,0.963226
935,17.744087,18.000000,0.985783,0.971946,0.993922
936,14.684270,15.000000,0.978951,0.967107,0.985224
937,19.609459,20.000000,0.980473,0.962114,0.998988
938,1.923263,2.000000,0.961632,0.961632,0.961632
971,6.788001,7.000000,0.969714,0.960775,0.977568
981,3.853444,4.000000,0.963361,0.961286,0.965436
1007,5.828428,6.000000,0.971405,0.966402,0.977561
1010,1.931246,2.000000,0.965623,0.965623,0.965623
1012,5.954497,6.000000,0.992416,0.989195,0.994201
1013,23.815241,24.000000,0.992302,0.980976,0.998584
1023,1.922969,2.000000,0.961484,0.961484,0.961484
1043,1.927113,2.000000,0.963557,0.963557,0.963557
2359,5.826984,6.000000,0.971164,0.970816,0.971456
2363,2.901509,3.000000,0.967170,0.962322,0.969593
2364,1.941553,2.000000,0.970776,0.970776,0.970776
2367,1.921939,2.000000,0.960969,0.960969,0.960969
2369,9.993250,10.000000,0.999325,0.999099,0.999496
2562,8.860144,9.000000,0.984460,0.966369,0.992346
2563,3.861645,4.000000,0.965411,0.961644,0.969179
2634,1.924095,2.000000,0.962048,0.962048,0.962048
2643,5.918283,6.000000,0.986381,0.979494,0.991168
2694,1.920722,2.000000,0.960361,0.960361,0.960361
2831,5.911659,6.000000,0.985276,0.973205,0.993515
2879,6.971338,7.000000,0.995905,0.991967,0.998026
2986,9.970363,10.000000,0.997036,0.992916,0.998495
2996,5.953497,6.000000,0.992249,0.990384,0.993219
3003,1.947757,2.000000,0.973879,0.973879,0.973879
3183,9.978938,10.000000,0.997894,0.992678,0.999686
3241,11.904062,12.000000,0.992005,0.981904,0.996624
3248,6.945837,7.000000,0.992262,0.980714,0.996239
3323,5.999975,6.000000,0.999996,0.999989,0.999999
3332,13.990355,14.000000,0.999311,0.995166,1.000000
3432,6.858563,7.000000,0.979795,0.968703,0.990026
3454,1.992888,2.000000,0.996444,0.996444,0.996444
3493,1.926817,2.000000,0.963409,0.963409,0.963409
3542,3.871547,4.000000,0.967887,0.960872,0.974901
3725,0.969208,1.000000,0.969208,0.969208,0.969208
3729,1.928171,2.000000,0.964086,0.964086,0.964086
3831,6.797379,7.000000,0.971054,0.961237,0.982744
3920,1.935028,2.000000,0.967514,0.967514,0.967514
3939,11.805063,12.000000,0.983755,0.960424,0.995507
3958,10.700270,11.000000,0.972752,0.961154,0.987571
3989,9.845484,10.000000,0.984548,0.975109,0.990133
3995,1.971937,2.000000,0.985969,0.985969,0.985969
4006,5.859402,6.000000,0.976567,0.970415,0.988787
4010,1.944492,2.000000,0.972246,0.972246,0.972246
4029,1.939402,2.000000,0.969701,0.969701,0.969701
4068,1.947310,2.000000,0.973655,0.973655,0.973655
4069,1.931933,2.000000,0.965967,0.965967,0.965967
4083,1.925707,2.000000,0.962854,0.962854,0.962854
4109,1.933234,2.000000,0.966617,0.966617,0.966617
4162,9.658904,10.000000,0.965890,0.960424,0.970915
4177,1.950621,2.000000,0.975310,0.975310,0.975310
4193,1.928959,2.000000,0.964479,0.964479,0.964479
4209,13.710340,14.000000,0.979310,0.962772,0.986943
4217,7.941002,8.000000,0.992625,0.990146,0.996794
4218,1.977510,2.000000,0.988755,0.988755,0.988755
4271,1.936497,2.000000,0.968249,0.968249,0.968249
4283,1.924875,2.000000,0.962438,0.962438,0.962438
4313,17.460678,18.000000,0.970038,0.961073,0.976269
4320,1.942243,2.000000,0.971122,0.971122,0.971122
4323,3.855142,4.000000,0.963785,0.963745,0.963826
4324,3.862757,4.000000,0.965689,0.960473,0.970905
4329,1.924679,2.000000,0.962340,0.962340,0.962340
4342,9.822511,10.000000,0.982251,0.969842,0.993756
4368,8.877743,9.000000,0.986416,0.964703,0.993593
4373,1.922301,2.000000,0.961151,0.961151,0.961151
4396,6.000000,6.000000,1.000000,1.000000,1.000000
4397,0.975905,1.000000,0.975905,0.975905,0.975905
4398,5.999997,6.000000,1.000000,1.000000,1.000000
4499,1.923592,2.000000,0.961796,0.961796,0.961796
4578,1.924520,2.000000,0.962260,0.962260,0.962260
4746,1.997775,2.000000,0.998887,0.998887,0.998887
4755,1.930067,2.000000,0.965033,0.965033,0.965033
4757,1.964813,2.000000,0.982406,0.982406,0.982406
4761,7.968622,8.000000,0.996078,0.992544,0.997682
4779,7.928649,8.000000,0.991081,0.983313,0.994978
4780,3.943059,4.000000,0.985765,0.979550,0.991979
4781,1.932849,2.000000,0.966425,0.966425,0.966425
4782,1.926026,2.000000,0.963013,0.963013,0.963013
4792,1.922979,2.000000,0.961489,0.961489,0.961489
4817,1.920892,2.000000,0.960446,0.960446,0.960446
4962,1.920929,2.000000,0.960464,0.960464,0.960464
5005,5.796470,6.000000,0.966078,0.961030,0.971681
5074,5.999997,6.000000,1.000000,1.000000,1.000000
5080,9.999987,10.000000,0.999999,0.999994,1.000000
5081,7.940285,8.000000,0.992536,0.970143,1.000000
