index,width,height,unique,blur,mean,min,max,stdv,file_size,contrast
29,1280,1280,0,498.5491,36.1827,0.0000,253.0000,84.1141,416810,1.0000
30,1280,1280,0,3340.5601,139.8750,41.0000,234.0000,21.4988,1928654,0.7018
31,1280,1280,0,3435.8557,118.5049,9.0000,216.0000,23.6820,2034526,0.9200
32,1280,1280,0,7175.5679,125.9921,12.0000,238.0000,25.1482,2113278,0.9040
33,1280,1280,0,3920.5129,111.5170,17.0000,255.0000,23.2349,2053890,0.8750
34,1280,1280,0,517.9179,36.9590,0.0000,252.0000,85.8963,415766,1.0000
35,1280,1280,0,2582.2561,122.4129,22.0000,223.0000,23.7882,1941690,0.8204
36,1280,1280,0,5362.1841,115.9623,13.0000,247.0000,23.6121,2042778,0.9000
37,1280,1280,0,5515.2920,133.8344,25.0000,254.0000,24.4490,2120664,0.8208
38,1280,1280,0,3983.9634,139.3253,17.0000,244.0000,29.4530,2061626,0.8697
39,1280,1280,0,510.5611,36.7919,0.0000,252.0000,85.5279,416914,1.0000
40,1280,1280,0,55.9789,17.2724,2.0000,217.0000,3.1997,1947314,0.9817
41,1280,1280,0,3154.2078,132.4293,24.0000,239.0000,29.6061,2058962,0.8175
42,1280,1280,0,5333.0742,119.5455,23.0000,238.0000,28.3858,2126490,0.8238
43,1280,1280,0,4283.3560,123.9688,10.0000,234.0000,25.2245,2053036,0.9180
44,1280,1280,0,485.8698,36.0578,0.0000,254.0000,83.8155,416242,1.0000
45,1280,1280,0,505.8089,15.6907,0.0000,252.0000,58.5859,190278,1.0000
46,1280,1280,0,491.3013,15.4470,0.0000,251.0000,57.6739,198264,1.0000
47,1280,1280,0,526.2723,15.8793,0.0000,251.0000,59.2826,202230,1.0000
48,1280,1280,0,523.2115,15.9221,0.0000,253.0000,59.4433,198456,1.0000
49,1280,1280,0,121.0391,2.5247,0.0000,253.0000,24.5550,87638,1.0000
50,1280,1280,0,115.7987,17.0355,4.0000,244.0000,6.8104,1752150,0.9677
51,1280,1280,0,1933.5532,108.3250,8.0000,236.0000,26.6021,1847190,0.9344
52,1280,1280,0,1045.8325,198.4416,0.0000,252.0000,49.8177,1886522,1.0000
53,1280,1280,0,614.0888,58.6010,12.0000,255.0000,11.6330,1719100,0.9101
54,1280,1280,0,3274.3694,119.4961,18.0000,245.0000,32.5879,1846988,0.8631
55,1280,1280,0,1025.7557,198.3760,0.0000,248.0000,49.8961,1881398,1.0000
56,1280,1280,0,496.8337,65.9972,0.0000,255.0000,95.9864,596754,1.0000
57,1280,1280,0,466.6018,59.7260,0.0000,229.0000,86.8675,652282,1.0000
58,1280,1280,0,769.3289,64.7200,0.0000,246.0000,98.2916,656260,1.0000
59,1280,1280,0,3491.9153,45.7777,4.0000,190.0000,16.5686,2604466,0.9588
60,1280,1280,0,2262.0166,67.7376,20.0000,200.0000,15.8454,2600482,0.8182
61,1280,1280,0,3860.6685,71.2545,7.0000,232.0000,21.1943,2598284,0.9414
62,1280,1280,0,800.1678,44.7464,0.0000,113.0000,22.9544,2131232,1.0000
63,1280,1280,0,6766.7373,72.5627,7.0000,204.0000,26.3691,2629502,0.9336
64,1280,1280,0,6102.2119,68.3670,7.0000,226.0000,23.5303,2620306,0.9399
65,1280,1280,0,11684.5693,90.4344,5.0000,235.0000,34.0013,2615388,0.9583
66,1280,1280,0,3021.9382,69.7877,0.0000,243.0000,37.1588,2146350,1.0000
67,1280,1280,0,4653.7949,51.7813,2.0000,217.0000,20.5678,2615422,0.9817
68,1280,1280,0,7343.6470,64.8531,3.0000,220.0000,26.2671,2591478,0.9731
69,1280,1280,0,10980.6621,74.1078,7.0000,222.0000,32.6485,2618814,0.9389
70,1280,1280,0,3329.3311,68.9578,0.0000,209.0000,37.4472,2144088,1.0000
71,1280,1280,0,3152.0322,51.7467,0.0000,229.0000,61.5433,1146450,1.0000
72,1280,1280,0,2362.1382,46.3143,0.0000,237.0000,55.2056,1138920,1.0000
73,1280,1280,0,2810.4177,39.6094,0.0000,237.0000,48.3172,1158930,1.0000
74,1280,1280,0,2002.6298,35.0273,0.0000,223.0000,49.7550,948208,1.0000
75,1280,1280,0,2730.1768,53.3853,3.0000,209.0000,17.6143,2486508,0.9717
76,1280,1280,0,3290.9285,55.9469,6.0000,251.0000,18.8333,2502254,0.9533
77,1280,1280,0,223.7749,10.5746,0.0000,224.0000,30.8849,351482,1.0000
78,1280,1280,0,2295.2717,61.9676,6.0000,255.0000,17.9956,2416240,0.9540
79,1280,1280,0,2571.5713,59.5979,3.0000,248.0000,19.0692,2461378,0.9761
80,1280,1280,0,2030.2725,53.5382,6.0000,204.0000,16.6378,2482296,0.9429
81,1280,1280,0,3030.6274,48.8599,3.0000,231.0000,18.8988,2464964,0.9744
82,1280,1280,0,1523.8778,54.7374,9.0000,240.0000,10.8015,2317366,0.9277
83,1280,1280,0,1854.6631,65.5080,8.0000,215.0000,12.5996,2257878,0.9283
84,1280,1280,0,2186.6411,48.7830,0.0000,203.0000,14.9352,2411152,1.0000
85,1280,1280,0,1845.4535,34.3257,2.0000,235.0000,13.8863,2472266,0.9831
86,1280,1280,0,1419.1605,41.9781,8.0000,247.0000,12.3513,2433440,0.9373
87,1280,1280,0,245.6723,12.9737,0.0000,197.0000,37.6796,351688,1.0000
88,1280,1280,0,2548.5081,51.6754,5.0000,229.0000,16.3939,2441002,0.9573
89,1280,1280,0,2987.2295,48.1200,0.0000,239.0000,17.0447,2488700,1.0000
90,1280,1280,0,1452.3027,34.3038,1.0000,176.0000,11.9967,2452092,0.9887
91,1280,1280,0,1932.6432,46.1007,3.0000,176.0000,12.0678,2419344,0.9665
92,1280,1280,0,2262.9778,56.1644,1.0000,252.0000,14.3325,2374382,0.9921
93,1280,1280,0,2251.7339,43.8904,5.0000,233.0000,15.3346,2344722,0.9580
94,1280,1280,0,1916.1792,43.9150,9.0000,197.0000,16.5689,2432000,0.9126
95,1280,1280,0,286.4113,7.1141,0.0000,239.0000,23.2274,285330,1.0000
96,1280,1280,0,312.5327,10.3327,0.0000,245.0000,33.3142,278262,1.0000
97,1280,1280,0,51.1018,1.2490,0.0000,201.0000,12.7772,89666,1.0000
98,1280,1280,0,293.7537,7.7832,0.0000,213.0000,25.4659,283024,1.0000
99,1280,1280,0,413.8992,7.3676,0.0000,216.0000,24.3296,285702,1.0000
100,1280,1280,0,454.9426,10.9636,0.0000,217.0000,35.2857,285720,1.0000
101,1280,1280,0,259.5332,8.4084,0.0000,239.0000,27.0923,280524,1.0000
102,1280,1280,0,265.8347,10.3672,0.0000,212.0000,33.2834,273076,1.0000
103,1280,1280,0,238.2270,11.2757,0.0000,222.0000,36.3346,263060,1.0000
104,1280,1280,0,183.9216,7.6244,0.0000,193.0000,24.9027,266960,1.0000
105,1280,1280,0,3647.0708,86.8931,18.0000,207.0000,18.1530,2441710,0.8400
106,1280,1280,0,2176.8193,50.4302,3.0000,201.0000,21.5937,2456582,0.9706
107,1280,1280,0,224.8947,11.8224,0.0000,189.0000,34.3087,352216,1.0000
108,1280,1280,0,5050.9604,101.2892,12.0000,206.0000,27.4238,2466464,0.8899
109,1280,1280,0,1474.7534,49.8499,5.0000,241.0000,12.8025,2487464,0.9593
110,1280,1280,0,2611.3169,51.1688,5.0000,206.0000,16.4844,2541462,0.9526
111,1280,1280,0,2570.0986,43.7747,1.0000,192.0000,16.1034,2528354,0.9896
112,1280,1280,0,2655.7837,41.0432,3.0000,178.0000,17.7193,2535958,0.9669
113,1280,1280,0,2396.9482,49.5266,5.0000,215.0000,16.0276,2413458,0.9545
114,1280,1280,0,4429.6680,61.1465,2.0000,214.0000,23.5287,2537256,0.9815
115,1280,1280,0,2407.1462,81.6656,12.0000,191.0000,20.5340,2370304,0.8818
116,1280,1280,0,1505.6311,37.9583,3.0000,203.0000,11.5838,2437438,0.9709
117,1280,1280,0,230.3860,9.6576,0.0000,224.0000,28.1291,349952,1.0000
118,1280,1280,0,2814.2119,99.5858,12.0000,214.0000,22.6944,2378930,0.8938
119,1280,1280,0,1836.3073,47.6066,2.0000,233.0000,13.7473,2503402,0.9830
120,1280,1280,0,1477.5342,43.6532,6.0000,217.0000,12.4083,2491010,0.9462
121,1280,1280,0,1871.5780,37.6948,2.0000,219.0000,13.5852,2558920,0.9819
122,1280,1280,0,1811.5715,45.3533,5.0000,179.0000,13.7139,2526780,0.9457
123,1280,1280,0,1062.0001,45.6842,18.0000,151.0000,12.3011,2475434,0.7870
124,1280,1280,0,2121.6648,49.5805,4.0000,238.0000,14.5527,2429168,0.9669
125,1280,1280,0,2269.2954,82.3431,7.0000,255.0000,13.6167,2302956,0.9466
126,1280,1280,0,2530.4014,47.4077,3.0000,219.0000,14.9719,2454998,0.9730
127,1280,1280,0,241.3074,13.6379,0.0000,202.0000,39.5531,342220,1.0000
128,1280,1280,0,2282.9187,65.5675,5.0000,238.0000,14.5120,2404752,0.9588
129,1280,1280,0,1556.2356,50.3453,2.0000,192.0000,12.4906,2478154,0.9794
130,1280,1280,0,2689.9541,54.0051,5.0000,238.0000,16.2083,2485626,0.9588
131,1280,1280,0,2446.2434,38.5359,3.0000,255.0000,15.9794,2583470,0.9767
132,1280,1280,0,3221.7942,53.0676,5.0000,215.0000,19.0373,2514216,0.9545
133,1280,1280,0,935.2131,35.1180,1.0000,141.0000,10.4861,2465714,0.9859
134,1280,1280,0,2251.2122,48.1099,8.0000,199.0000,15.9706,2508922,0.9227
135,1280,1280,0,2715.2876,81.2369,2.0000,241.0000,16.0124,2349058,0.9835
136,1280,1280,0,2867.4604,53.9227,3.0000,237.0000,19.4905,2485756,0.9750
137,1280,1280,0,201.9796,11.4396,0.0000,198.0000,33.1896,346186,1.0000
138,1280,1280,0,2314.9973,64.0000,4.0000,245.0000,13.8017,2414796,0.9679
139,1280,1280,0,2249.8567,54.7019,9.0000,253.0000,13.2336,2460662,0.9313
140,1280,1280,0,2706.4138,55.4012,2.0000,224.0000,15.4605,2481768,0.9823
141,1280,1280,0,3637.4778,48.0241,4.0000,204.0000,19.5119,2571904,0.9615
142,1280,1280,0,1422.8846,35.1656,4.0000,189.0000,10.9983,2515850,0.9585
143,1280,1280,0,1035.9457,59.6842,33.0000,221.0000,10.1446,2506916,0.7402
144,1280,1280,0,3629.6877,51.3805,2.0000,243.0000,21.1700,2500832,0.9837
145,1280,1280,0,1551.8440,60.3181,11.0000,228.0000,11.0091,2366030,0.9079
146,1280,1280,0,1657.3737,43.5886,3.0000,235.0000,13.5045,2400718,0.9748
147,1280,1280,0,216.7975,8.5732,0.0000,229.0000,25.0946,343546,1.0000
148,1280,1280,0,3072.2651,64.5455,10.0000,227.0000,14.8282,2424972,0.9156
149,1280,1280,0,2000.9025,51.0100,2.0000,227.0000,13.7740,2405056,0.9825
150,1280,1280,0,3664.4641,57.6159,8.0000,221.0000,16.4886,2495946,0.9301
151,1280,1280,0,4208.1445,56.7111,5.0000,233.0000,18.5614,2518958,0.9580
152,1280,1280,0,1240.8896,30.6092,2.0000,255.0000,10.2682,2441802,0.9844
153,1280,1280,0,3689.8687,52.4802,4.0000,216.0000,19.3293,2441392,0.9636
154,1280,1280,0,2517.4966,46.7189,3.0000,222.0000,17.6150,2396812,0.9733
155,1280,1280,0,3702.8640,52.3413,2.0000,239.0000,19.3344,2502152,0.9834
156,1280,1280,0,2641.2749,42.3333,2.0000,197.0000,17.8148,2548838,0.9799
157,1280,1280,0,546.9744,8.5789,0.0000,236.0000,25.8283,373248,1.0000
158,1280,1280,0,2136.5706,40.8509,1.0000,242.0000,14.2721,2522564,0.9918
159,1280,1280,0,2740.2568,56.8623,3.0000,243.0000,16.0845,2501330,0.9756
160,1280,1280,0,1861.7339,36.0549,3.0000,254.0000,13.2777,2540040,0.9767
161,1280,1280,0,2273.4087,48.0001,6.0000,173.0000,14.5559,2477460,0.9330
162,1280,1280,0,2020.2260,46.9150,6.0000,226.0000,12.4054,2384560,0.9483
163,1280,1280,0,3834.2234,51.8242,2.0000,231.0000,19.7618,2453290,0.9828
164,1280,1280,0,2541.9021,49.4920,7.0000,223.0000,18.3473,2417700,0.9391
165,1280,1280,0,4122.8262,47.2285,2.0000,230.0000,19.8541,2560544,0.9828
166,1280,1280,0,1806.8574,38.1334,4.0000,202.0000,13.1154,2456134,0.9612
167,1280,1280,0,230.4826,10.0037,0.0000,205.0000,29.1251,349232,1.0000
168,1280,1280,0,3218.6997,38.5027,3.0000,244.0000,17.2269,2583522,0.9757
169,1280,1280,0,4180.5024,55.7975,1.0000,223.0000,19.0189,2536748,0.9911
170,1280,1280,0,1353.8568,44.3459,13.0000,241.0000,11.7840,2494746,0.8976
171,1280,1280,0,3019.8228,50.7643,6.0000,245.0000,16.7601,2426920,0.9522
172,1280,1280,0,2372.8499,60.1134,7.0000,224.0000,13.9083,2390330,0.9394
173,1280,1280,0,1817.3781,46.1316,3.0000,220.0000,15.8129,2350716,0.9731
174,1280,1280,0,1908.8501,40.0887,2.0000,235.0000,19.3339,2343326,0.9831
175,1280,1280,0,493.4925,29.8281,4.0000,235.0000,9.9393,2413892,0.9665
176,1280,1280,0,139.3405,15.1950,2.0000,76.0000,6.1212,2297076,0.9487
177,1280,1280,0,444.8981,24.0609,5.0000,153.0000,7.8821,2383444,0.9367
178,1280,1280,0,781.3194,45.3630,27.0000,171.0000,10.6657,2503560,0.7273
179,1280,1280,0,410.8540,44.6214,29.0000,209.0000,7.1767,2443588,0.7563
180,1280,1280,0,599.4246,55.4789,29.0000,227.0000,25.8766,2470218,0.7734
181,1280,1280,0,263.4186,79.6674,0.0000,255.0000,78.1688,1667042,1.0000
182,1280,1280,0,2357.8936,63.7791,4.0000,245.0000,15.0492,2456350,0.9679
183,1280,1280,0,2693.5874,66.0078,6.0000,219.0000,18.1560,2416540,0.9467
184,1280,1280,0,1108.2252,50.0800,6.0000,201.0000,13.6998,2354988,0.9420
185,1280,1280,0,536.9246,43.5928,26.0000,219.0000,8.9123,2428326,0.7878
186,1280,1280,0,1568.8694,41.0320,6.0000,205.0000,16.1380,2374724,0.9431
187,1280,1280,0,517.8890,46.7753,31.0000,131.0000,8.9867,2444634,0.6173
188,1280,1280,0,376.4043,58.1053,0.0000,211.0000,40.5109,1606922,1.0000
189,1280,1280,0,2529.4678,46.9222,2.0000,212.0000,16.9060,2493256,0.9813
190,1280,1280,0,1062.8119,41.5787,4.0000,222.0000,11.7858,2422190,0.9646
191,1280,1280,0,880.4363,33.8054,3.0000,205.0000,11.2136,2367906,0.9712
192,1280,1280,0,566.2253,45.6143,29.0000,220.0000,8.1013,2456458,0.7671
193,1280,1280,0,585.0464,48.3686,17.0000,135.0000,10.1703,2464972,0.7763
194,1280,1280,0,223.1832,44.8316,0.0000,170.0000,5.8283,2345084,1.0000
195,1280,1280,0,386.4717,52.9175,0.0000,249.0000,40.7643,1631424,1.0000
196,1280,1280,0,776.1871,34.6883,3.0000,180.0000,8.9387,2454516,0.9672
197,1280,1280,0,911.6885,39.9523,7.0000,180.0000,10.7154,2405344,0.9251
198,1280,1280,0,664.3557,32.5230,15.0000,165.0000,9.3880,2454772,0.8333
199,1280,1280,0,941.2241,23.4153,2.0000,255.0000,10.9167,2494842,0.9844
200,1280,1280,0,363.1427,22.6357,7.0000,143.0000,7.8362,2393070,0.9067
201,1280,1280,0,233.6605,40.3693,1.0000,255.0000,41.4153,2317022,0.9922
202,1280,1280,0,476.5431,98.0117,0.0000,255.0000,79.8593,1686870,1.0000
203,1280,1280,0,373.6838,34.3001,15.0000,253.0000,6.9537,2470588,0.8881
204,1280,1280,0,1426.5619,38.5905,3.0000,216.0000,15.2008,2413888,0.9726
205,1280,1280,0,685.0889,25.1344,2.0000,166.0000,9.9826,2337312,0.9762
206,1280,1280,0,772.6240,23.4895,1.0000,217.0000,11.4396,2347254,0.9908
207,1280,1280,0,682.8548,38.5620,18.0000,147.0000,11.3745,2477716,0.7818
208,1280,1280,0,382.2998,48.0589,4.0000,255.0000,50.9474,2362572,0.9691
209,1280,1280,0,608.9159,121.4481,0.0000,255.0000,93.7093,1654706,1.0000
210,1280,1280,0,955.1432,45.9576,6.0000,212.0000,14.6318,2390640,0.9450
211,1280,1280,0,280.9720,19.2935,2.0000,123.0000,6.1311,2344614,0.9680
212,1280,1280,0,1081.2260,42.7046,4.0000,231.0000,13.1776,2327172,0.9660
213,1280,1280,0,472.2317,25.5492,2.0000,192.0000,11.0059,2255228,0.9794
214,1280,1280,0,705.7724,51.4121,32.0000,255.0000,11.2400,2424098,0.7770
215,1280,1280,0,897.8386,23.2072,2.0000,164.0000,11.9436,2406254,0.9759
216,1280,1280,0,214.2842,55.9422,0.0000,251.0000,40.8764,1612636,1.0000
217,1280,1280,0,476.6846,21.4515,1.0000,121.0000,8.1082,2435652,0.9836
218,1280,1280,0,346.5860,23.6151,3.0000,203.0000,7.0396,2359180,0.9709
219,1280,1280,0,219.3452,18.6688,2.0000,143.0000,6.2373,2327156,0.9724
220,1280,1280,0,170.9893,27.1827,12.0000,90.0000,6.3462,2228334,0.7647
221,1280,1280,0,693.1461,44.6440,29.0000,212.0000,9.3096,2449958,0.7593
222,1280,1280,0,405.4389,32.5232,18.0000,108.0000,6.7299,2395858,0.7143
223,1280,1280,0,309.8187,31.0216,0.0000,111.0000,22.0701,1694678,1.0000
224,1280,1280,0,617.4496,26.4791,0.0000,254.0000,25.2107,1442230,1.0000
225,1280,1280,0,431.1928,27.3743,0.0000,196.0000,26.0001,1389760,1.0000
226,1280,1280,0,327.5843,26.7336,0.0000,149.0000,25.1945,1370574,1.0000
227,1280,1280,0,141.3142,25.1963,0.0000,103.0000,23.2826,1320018,1.0000
228,1280,1280,0,460.1606,25.8082,0.0000,145.0000,24.4174,1412754,1.0000
229,1280,1280,0,266.8856,24.8797,0.0000,255.0000,23.1885,1360364,1.0000
230,1280,1280,0,266.8260,28.0063,0.0000,218.0000,36.6084,951250,1.0000
231,1280,1280,0,4431.5400,79.6064,21.0000,195.0000,20.9757,2751088,0.8056
232,1280,1280,0,3452.6724,38.5090,2.0000,199.0000,18.6762,2653022,0.9801
233,1280,1280,0,2481.0532,72.9063,44.0000,225.0000,16.0153,2658134,0.6729
234,1280,1280,0,4359.9395,38.4370,3.0000,227.0000,21.3688,2670814,0.9739
235,1280,1280,0,3015.4880,65.2546,0.0000,241.0000,41.9083,2021248,1.0000
236,1280,1280,0,4501.2852,79.0015,47.0000,253.0000,25.9764,2724510,0.6867
237,1280,1280,0,1950.7548,74.6900,34.0000,245.0000,16.3083,2595208,0.7563
238,1280,1280,0,2278.8025,40.5895,6.0000,211.0000,17.3892,2596186,0.9447
239,1280,1280,0,3847.7688,38.9776,1.0000,236.0000,21.3049,2636014,0.9916
240,1280,1280,0,1543.0522,63.8274,0.0000,244.0000,40.0734,1963196,1.0000
241,1280,1280,0,3948.0378,60.6352,0.0000,237.0000,40.6052,2082404,1.0000
242,1280,1280,0,2175.2544,58.6866,0.0000,255.0000,37.0164,2014076,1.0000
243,1280,1280,0,1592.9308,61.0364,0.0000,214.0000,37.2458,1984708,1.0000
244,1280,1280,0,770.6144,67.0508,0.0000,244.0000,40.0090,1918766,1.0000
245,1280,1280,0,823.1594,52.2476,0.0000,230.0000,47.6207,1454688,1.0000
246,1280,1280,0,1445.6794,48.0458,1.0000,217.0000,17.2692,2354482,0.9908
247,1280,1280,0,96.7109,1.2026,0.0000,255.0000,9.5226,123718,1.0000
248,1280,1280,0,1318.8290,30.6293,3.0000,198.0000,16.0118,2447134,0.9701
249,1280,1280,0,2194.4741,25.3363,1.0000,250.0000,17.3685,2495898,0.9920
250,1280,1280,0,4391.4321,37.0899,10.0000,238.0000,23.3964,2596702,0.9194
251,1280,1280,0,3567.2788,25.8920,3.0000,220.0000,18.9509,2567646,0.9731
252,1280,1280,0,2169.4600,25.9711,2.0000,253.0000,17.0169,2504428,0.9843
253,1280,1280,0,2751.6892,35.4233,10.0000,225.0000,20.6697,2522090,0.9149
254,1280,1280,0,1447.9949,22.6751,2.0000,235.0000,14.1036,2489464,0.9831
255,1280,1280,0,954.9976,40.3719,1.0000,255.0000,14.6630,2291162,0.9922
256,1280,1280,0,96.8823,1.4067,0.0000,234.0000,10.9874,125426,1.0000
257,1280,1280,0,1526.6780,25.2810,1.0000,233.0000,17.4242,2429208,0.9915
258,1280,1280,0,3836.2883,29.9009,3.0000,249.0000,20.7622,2580284,0.9762
259,1280,1280,0,2579.6672,27.3236,2.0000,238.0000,22.7207,2456648,0.9833
260,1280,1280,0,2311.5198,29.2438,1.0000,251.0000,17.5468,2515756,0.9921
261,1280,1280,0,1794.8910,27.0727,0.0000,223.0000,18.6161,2507044,1.0000
262,1280,1280,0,1509.7355,44.2896,0.0000,242.0000,25.6738,2443616,1.0000
263,1280,1280,0,1027.3748,27.5503,3.0000,219.0000,15.1048,2413148,0.9730
264,1280,1280,0,1669.4800,42.0939,1.0000,222.0000,14.1661,2421392,0.9910
265,1280,1280,0,218.0055,2.1398,0.0000,251.0000,16.5706,125226,1.0000
266,1280,1280,0,3352.3252,36.7147,6.0000,221.0000,19.0518,2598904,0.9471
267,1280,1280,0,1920.2253,25.7046,2.0000,245.0000,16.0451,2512610,0.9838
268,1280,1280,0,1214.7924,27.6585,6.0000,218.0000,15.5080,2425474,0.9464
269,1280,1280,0,2229.1440,28.5106,3.0000,234.0000,16.7214,2494596,0.9747
270,1280,1280,0,2908.5354,28.5060,3.0000,231.0000,17.5031,2563362,0.9744
271,1280,1280,0,952.5017,43.7245,27.0000,182.0000,10.5693,2516150,0.7416
272,1280,1280,0,1907.4536,28.2979,2.0000,244.0000,18.3652,2460652,0.9837
273,1280,1280,0,1511.6218,43.4171,2.0000,201.0000,14.3759,2387122,0.9803
274,1280,1280,0,76.3036,1.1408,0.0000,196.0000,8.6358,124934,1.0000
275,1280,1280,0,1618.3345,29.7078,2.0000,220.0000,14.4578,2461384,0.9820
276,1280,1280,0,1719.0613,24.8551,2.0000,225.0000,13.3325,2500742,0.9824
277,1280,1280,0,2070.6885,22.2738,0.0000,162.0000,15.1893,2551160,1.0000
278,1280,1280,0,3089.7463,26.5063,3.0000,255.0000,17.5721,2546250,0.9767
279,1280,1280,0,1872.3170,26.5581,1.0000,236.0000,15.6535,2458360,0.9916
280,1280,1280,0,1915.5610,31.3705,1.0000,219.0000,15.1476,2483030,0.9909
281,1280,1280,0,2203.1687,30.4688,7.0000,236.0000,15.6784,2513186,0.9424
282,1280,1280,0,1012.6235,67.0729,0.0000,216.0000,51.8289,1501884,1.0000
283,1280,1280,0,110.0338,0.8381,0.0000,244.0000,8.2260,103416,1.0000
284,1280,1280,0,680.5938,38.2633,0.0000,243.0000,29.7579,1616468,1.0000
285,1280,1280,0,2107.1860,38.6175,0.0000,228.0000,31.9548,1677940,1.0000
286,1280,1280,0,1382.5295,33.2313,0.0000,192.0000,27.6350,1665142,1.0000
287,1280,1280,0,778.9865,48.0284,0.0000,246.0000,37.8446,1591656,1.0000
288,1280,1280,0,601.3352,40.7016,0.0000,241.0000,32.3040,1598420,1.0000
289,1280,1280,0,1153.4286,44.0282,0.0000,239.0000,35.6000,1601076,1.0000
290,1280,1280,0,1557.9520,36.8237,0.0000,227.0000,30.3532,1657452,1.0000
291,1280,1280,0,5330.8301,48.8708,4.0000,254.0000,22.7747,2741640,0.9690
292,1280,1280,0,5729.1470,52.9532,0.0000,255.0000,21.3810,2697526,1.0000
293,1280,1280,0,5084.4697,38.7075,7.0000,254.0000,18.5542,2693310,0.9464
294,1280,1280,0,8144.9341,76.7904,0.0000,228.0000,40.5950,2298612,1.0000
295,1280,1280,0,5203.1323,48.2143,5.0000,228.0000,22.5330,2728782,0.9571
296,1280,1280,0,4729.9219,48.3632,3.0000,254.0000,22.6753,2721710,0.9767
297,1280,1280,0,4256.2554,35.2800,2.0000,255.0000,19.1192,2698602,0.9844
298,1280,1280,0,3033.2170,52.2684,0.0000,205.0000,26.2820,2269580,1.0000
299,1280,1280,0,709.5905,5.4055,0.0000,215.0000,24.8815,198086,1.0000
300,1280,1280,0,328.3984,3.3622,0.0000,190.0000,15.9644,198280,1.0000
301,1280,1280,0,281.7408,2.8108,0.0000,163.0000,12.9846,195106,1.0000
302,1280,1280,0,485.9256,4.3249,0.0000,221.0000,21.2981,175616,1.0000
303,1280,1280,0,7951.8931,122.3197,12.0000,228.0000,23.3486,2234946,0.9000
304,1280,1280,0,6770.3691,119.4140,15.0000,239.0000,26.6949,2225278,0.8819
305,1280,1280,0,6763.9458,132.1319,27.0000,230.0000,25.4299,2213060,0.7899
306,1280,1280,0,9239.4932,128.1322,9.0000,245.0000,23.8217,2197504,0.9291
307,1280,1280,0,7919.3159,128.7032,26.0000,240.0000,25.1556,2177360,0.8045
308,1280,1280,0,574.2799,198.7552,0.0000,252.0000,92.6970,1872492,1.0000
309,1280,1280,0,7760.0894,141.3484,18.0000,244.0000,25.5935,2234660,0.8626
310,1280,1280,0,7024.2783,126.6023,19.0000,228.0000,24.0745,2229002,0.8462
311,1280,1280,0,8121.4966,133.6819,25.0000,230.0000,23.6755,2208062,0.8039
312,1280,1280,0,8125.6050,131.7030,21.0000,252.0000,26.1659,2197868,0.8462
