__id,component_id,sum,count,mean_distance,min_distance,max_distance
55,29,1.9658,2.0000,0.9829,0.9829,0.9829
56,32,5.8711,6.0000,0.9785,0.9711,0.9828
57,32,5.8711,6.0000,0.9785,0.9711,0.9828
58,33,0.0000,0.0000,0.0000,0.0000,0.0000
59,34,0.0000,0.0000,0.0000,0.0000,0.0000
60,35,0.0000,0.0000,0.0000,0.0000,0.0000
61,36,0.0000,0.0000,0.0000,0.0000,0.0000
62,37,0.0000,0.0000,0.0000,0.0000,0.0000
63,38,0.0000,0.0000,0.0000,0.0000,0.0000
64,39,0.0000,0.0000,0.0000,0.0000,0.0000
65,40,0.0000,0.0000,0.0000,0.0000,0.0000
66,41,0.0000,0.0000,0.0000,0.0000,0.0000
67,42,0.0000,0.0000,0.0000,0.0000,0.0000
68,43,0.0000,0.0000,0.0000,0.0000,0.0000
69,44,0.0000,0.0000,0.0000,0.0000,0.0000
70,45,0.0000,0.0000,0.0000,0.0000,0.0000
71,46,0.0000,0.0000,0.0000,0.0000,0.0000
72,47,0.0000,0.0000,0.0000,0.0000,0.0000
73,48,0.0000,0.0000,0.0000,0.0000,0.0000
74,49,0.0000,0.0000,0.0000,0.0000,0.0000
75,50,0.0000,0.0000,0.0000,0.0000,0.0000
76,51,0.0000,0.0000,0.0000,0.0000,0.0000
77,52,9.8134,10.0000,0.9813,0.9787,0.9843
78,53,0.0000,0.0000,0.0000,0.0000,0.0000
79,54,0.0000,0.0000,0.0000,0.0000,0.0000
80,55,0.0000,0.0000,0.0000,0.0000,0.0000
81,56,0.0000,0.0000,0.0000,0.0000,0.0000
82,57,0.0000,0.0000,0.0000,0.0000,0.0000
83,58,0.0000,0.0000,0.0000,0.0000,0.0000
84,59,0.0000,0.0000,0.0000,0.0000,0.0000
85,60,0.0000,0.0000,0.0000,0.0000,0.0000
86,61,0.0000,0.0000,0.0000,0.0000,0.0000
87,52,9.8134,10.0000,0.9813,0.9787,0.9843
88,62,0.0000,0.0000,0.0000,0.0000,0.0000
89,63,0.0000,0.0000,0.0000,0.0000,0.0000
90,64,0.0000,0.0000,0.0000,0.0000,0.0000
91,65,0.0000,0.0000,0.0000,0.0000,0.0000
92,66,0.0000,0.0000,0.0000,0.0000,0.0000
93,67,0.0000,0.0000,0.0000,0.0000,0.0000
94,68,0.0000,0.0000,0.0000,0.0000,0.0000
95,69,0.0000,0.0000,0.0000,0.0000,0.0000
96,70,11.7789,12.0000,0.9816,0.9681,0.9879
97,71,1.9238,2.0000,0.9619,0.9619,0.9619
98,72,0.0000,0.0000,0.0000,0.0000,0.0000
99,73,0.0000,0.0000,0.0000,0.0000,0.0000
100,70,11.7789,12.0000,0.9816,0.9681,0.9879
101,70,11.7789,12.0000,0.9816,0.9681,0.9879
102,74,8.8842,9.0000,0.9871,0.9623,0.9966
103,75,0.0000,0.0000,0.0000,0.0000,0.0000
104,76,0.0000,0.0000,0.0000,0.0000,0.0000
105,77,0.0000,0.0000,0.0000,0.0000,0.0000
106,78,0.0000,0.0000,0.0000,0.0000,0.0000
107,52,9.8134,10.0000,0.9813,0.9787,0.9843
108,79,0.0000,0.0000,0.0000,0.0000,0.0000
109,80,0.0000,0.0000,0.0000,0.0000,0.0000
110,81,0.0000,0.0000,0.0000,0.0000,0.0000
111,82,0.0000,0.0000,0.0000,0.0000,0.0000
112,83,0.0000,0.0000,0.0000,0.0000,0.0000
113,84,0.0000,0.0000,0.0000,0.0000,0.0000
114,85,0.0000,0.0000,0.0000,0.0000,0.0000
115,86,0.0000,0.0000,0.0000,0.0000,0.0000
116,87,0.0000,0.0000,0.0000,0.0000,0.0000
117,88,0.0000,0.0000,0.0000,0.0000,0.0000
118,89,0.0000,0.0000,0.0000,0.0000,0.0000
119,90,0.0000,0.0000,0.0000,0.0000,0.0000
120,91,0.0000,0.0000,0.0000,0.0000,0.0000
121,92,0.0000,0.0000,0.0000,0.0000,0.0000
122,93,0.0000,0.0000,0.0000,0.0000,0.0000
123,94,0.0000,0.0000,0.0000,0.0000,0.0000
124,95,0.0000,0.0000,0.0000,0.0000,0.0000
125,96,0.0000,0.0000,0.0000,0.0000,0.0000
126,97,0.0000,0.0000,0.0000,0.0000,0.0000
127,52,9.8134,10.0000,0.9813,0.9787,0.9843
128,98,0.0000,0.0000,0.0000,0.0000,0.0000
129,99,0.0000,0.0000,0.0000,0.0000,0.0000
130,100,0.0000,0.0000,0.0000,0.0000,0.0000
131,101,0.0000,0.0000,0.0000,0.0000,0.0000
132,102,0.0000,0.0000,0.0000,0.0000,0.0000
133,103,0.0000,0.0000,0.0000,0.0000,0.0000
134,104,0.0000,0.0000,0.0000,0.0000,0.0000
135,105,0.0000,0.0000,0.0000,0.0000,0.0000
136,106,0.0000,0.0000,0.0000,0.0000,0.0000
137,52,9.8134,10.0000,0.9813,0.9787,0.9843
138,107,0.0000,0.0000,0.0000,0.0000,0.0000
139,108,0.0000,0.0000,0.0000,0.0000,0.0000
140,109,0.0000,0.0000,0.0000,0.0000,0.0000
141,110,0.0000,0.0000,0.0000,0.0000,0.0000
142,111,0.0000,0.0000,0.0000,0.0000,0.0000
143,112,0.0000,0.0000,0.0000,0.0000,0.0000
144,113,0.0000,0.0000,0.0000,0.0000,0.0000
145,114,0.0000,0.0000,0.0000,0.0000,0.0000
146,115,0.0000,0.0000,0.0000,0.0000,0.0000
147,116,0.0000,0.0000,0.0000,0.0000,0.0000
148,117,0.0000,0.0000,0.0000,0.0000,0.0000
149,118,0.0000,0.0000,0.0000,0.0000,0.0000
150,119,0.0000,0.0000,0.0000,0.0000,0.0000
151,120,0.0000,0.0000,0.0000,0.0000,0.0000
152,121,0.0000,0.0000,0.0000,0.0000,0.0000
153,122,0.0000,0.0000,0.0000,0.0000,0.0000
154,123,0.0000,0.0000,0.0000,0.0000,0.0000
155,124,0.0000,0.0000,0.0000,0.0000,0.0000
156,125,0.0000,0.0000,0.0000,0.0000,0.0000
157,126,0.0000,0.0000,0.0000,0.0000,0.0000
158,127,0.0000,0.0000,0.0000,0.0000,0.0000
159,128,0.0000,0.0000,0.0000,0.0000,0.0000
160,129,0.0000,0.0000,0.0000,0.0000,0.0000
161,130,0.0000,0.0000,0.0000,0.0000,0.0000
162,131,0.0000,0.0000,0.0000,0.0000,0.0000
163,132,0.0000,0.0000,0.0000,0.0000,0.0000
164,133,0.0000,0.0000,0.0000,0.0000,0.0000
165,134,0.0000,0.0000,0.0000,0.0000,0.0000
166,135,0.0000,0.0000,0.0000,0.0000,0.0000
167,136,0.0000,0.0000,0.0000,0.0000,0.0000
168,137,0.0000,0.0000,0.0000,0.0000,0.0000
169,138,0.0000,0.0000,0.0000,0.0000,0.0000
170,139,0.0000,0.0000,0.0000,0.0000,0.0000
171,140,0.0000,0.0000,0.0000,0.0000,0.0000
172,141,0.0000,0.0000,0.0000,0.0000,0.0000
173,142,0.0000,0.0000,0.0000,0.0000,0.0000
174,143,0.0000,0.0000,0.0000,0.0000,0.0000
175,144,0.0000,0.0000,0.0000,0.0000,0.0000
176,145,0.0000,0.0000,0.0000,0.0000,0.0000
177,146,0.0000,0.0000,0.0000,0.0000,0.0000
178,147,0.0000,0.0000,0.0000,0.0000,0.0000
179,148,0.0000,0.0000,0.0000,0.0000,0.0000
180,149,0.0000,0.0000,0.0000,0.0000,0.0000
181,150,0.0000,0.0000,0.0000,0.0000,0.0000
182,151,0.0000,0.0000,0.0000,0.0000,0.0000
183,152,0.0000,0.0000,0.0000,0.0000,0.0000
184,153,0.0000,0.0000,0.0000,0.0000,0.0000
185,154,0.0000,0.0000,0.0000,0.0000,0.0000
186,155,0.0000,0.0000,0.0000,0.0000,0.0000
187,156,0.0000,0.0000,0.0000,0.0000,0.0000
188,157,0.0000,0.0000,0.0000,0.0000,0.0000
189,158,0.0000,0.0000,0.0000,0.0000,0.0000
190,159,0.0000,0.0000,0.0000,0.0000,0.0000
191,160,0.0000,0.0000,0.0000,0.0000,0.0000
192,161,0.0000,0.0000,0.0000,0.0000,0.0000
193,162,0.0000,0.0000,0.0000,0.0000,0.0000
194,163,0.0000,0.0000,0.0000,0.0000,0.0000
195,164,0.0000,0.0000,0.0000,0.0000,0.0000
196,165,0.0000,0.0000,0.0000,0.0000,0.0000
197,166,0.0000,0.0000,0.0000,0.0000,0.0000
198,167,0.0000,0.0000,0.0000,0.0000,0.0000
199,168,0.0000,0.0000,0.0000,0.0000,0.0000
200,169,0.0000,0.0000,0.0000,0.0000,0.0000
201,170,0.0000,0.0000,0.0000,0.0000,0.0000
202,171,0.0000,0.0000,0.0000,0.0000,0.0000
203,172,0.0000,0.0000,0.0000,0.0000,0.0000
204,173,0.0000,0.0000,0.0000,0.0000,0.0000
205,174,0.0000,0.0000,0.0000,0.0000,0.0000
206,175,0.0000,0.0000,0.0000,0.0000,0.0000
207,176,0.0000,0.0000,0.0000,0.0000,0.0000
208,177,0.0000,0.0000,0.0000,0.0000,0.0000
209,178,0.0000,0.0000,0.0000,0.0000,0.0000
210,179,0.0000,0.0000,0.0000,0.0000,0.0000
211,180,0.0000,0.0000,0.0000,0.0000,0.0000
212,181,0.0000,0.0000,0.0000,0.0000,0.0000
213,182,0.0000,0.0000,0.0000,0.0000,0.0000
214,183,0.0000,0.0000,0.0000,0.0000,0.0000
215,184,0.0000,0.0000,0.0000,0.0000,0.0000
216,185,0.0000,0.0000,0.0000,0.0000,0.0000
217,186,0.0000,0.0000,0.0000,0.0000,0.0000
218,187,0.0000,0.0000,0.0000,0.0000,0.0000
219,188,0.0000,0.0000,0.0000,0.0000,0.0000
220,189,0.0000,0.0000,0.0000,0.0000,0.0000
221,190,0.0000,0.0000,0.0000,0.0000,0.0000
222,191,0.0000,0.0000,0.0000,0.0000,0.0000
223,192,0.0000,0.0000,0.0000,0.0000,0.0000
224,193,0.0000,0.0000,0.0000,0.0000,0.0000
225,194,0.0000,0.0000,0.0000,0.0000,0.0000
226,195,0.0000,0.0000,0.0000,0.0000,0.0000
227,196,0.0000,0.0000,0.0000,0.0000,0.0000
228,197,0.0000,0.0000,0.0000,0.0000,0.0000
229,198,0.0000,0.0000,0.0000,0.0000,0.0000
230,199,0.0000,0.0000,0.0000,0.0000,0.0000
231,200,0.0000,0.0000,0.0000,0.0000,0.0000
232,201,0.0000,0.0000,0.0000,0.0000,0.0000
233,202,0.0000,0.0000,0.0000,0.0000,0.0000
234,203,0.0000,0.0000,0.0000,0.0000,0.0000
235,204,0.0000,0.0000,0.0000,0.0000,0.0000
236,205,0.0000,0.0000,0.0000,0.0000,0.0000
237,206,0.0000,0.0000,0.0000,0.0000,0.0000
238,207,0.0000,0.0000,0.0000,0.0000,0.0000
239,208,0.0000,0.0000,0.0000,0.0000,0.0000
240,209,0.0000,0.0000,0.0000,0.0000,0.0000
241,210,0.0000,0.0000,0.0000,0.0000,0.0000
242,211,0.0000,0.0000,0.0000,0.0000,0.0000
243,212,0.0000,0.0000,0.0000,0.0000,0.0000
244,213,0.0000,0.0000,0.0000,0.0000,0.0000
245,214,0.0000,0.0000,0.0000,0.0000,0.0000
246,215,0.0000,0.0000,0.0000,0.0000,0.0000
247,216,7.8630,8.0000,0.9829,0.9816,0.9852
248,217,0.0000,0.0000,0.0000,0.0000,0.0000
249,218,0.0000,0.0000,0.0000,0.0000,0.0000
250,219,0.0000,0.0000,0.0000,0.0000,0.0000
251,220,0.0000,0.0000,0.0000,0.0000,0.0000
252,221,0.0000,0.0000,0.0000,0.0000,0.0000
253,222,0.0000,0.0000,0.0000,0.0000,0.0000
254,223,0.0000,0.0000,0.0000,0.0000,0.0000
255,224,0.0000,0.0000,0.0000,0.0000,0.0000
256,216,7.8630,8.0000,0.9829,0.9816,0.9852
257,225,0.0000,0.0000,0.0000,0.0000,0.0000
258,226,0.0000,0.0000,0.0000,0.0000,0.0000
259,227,0.0000,0.0000,0.0000,0.0000,0.0000
260,228,0.0000,0.0000,0.0000,0.0000,0.0000
261,229,0.0000,0.0000,0.0000,0.0000,0.0000
262,230,0.0000,0.0000,0.0000,0.0000,0.0000
263,231,0.0000,0.0000,0.0000,0.0000,0.0000
264,232,0.0000,0.0000,0.0000,0.0000,0.0000
265,216,7.8630,8.0000,0.9829,0.9816,0.9852
266,233,0.0000,0.0000,0.0000,0.0000,0.0000
267,234,0.0000,0.0000,0.0000,0.0000,0.0000
268,235,0.0000,0.0000,0.0000,0.0000,0.0000
269,236,0.0000,0.0000,0.0000,0.0000,0.0000
270,237,0.0000,0.0000,0.0000,0.0000,0.0000
271,238,0.0000,0.0000,0.0000,0.0000,0.0000
272,239,0.0000,0.0000,0.0000,0.0000,0.0000
273,240,0.0000,0.0000,0.0000,0.0000,0.0000
274,216,7.8630,8.0000,0.9829,0.9816,0.9852
275,241,0.0000,0.0000,0.0000,0.0000,0.0000
276,242,0.0000,0.0000,0.0000,0.0000,0.0000
277,243,0.0000,0.0000,0.0000,0.0000,0.0000
278,244,0.0000,0.0000,0.0000,0.0000,0.0000
279,245,0.0000,0.0000,0.0000,0.0000,0.0000
280,246,0.0000,0.0000,0.0000,0.0000,0.0000
281,247,0.0000,0.0000,0.0000,0.0000,0.0000
282,248,0.0000,0.0000,0.0000,0.0000,0.0000
283,249,0.0000,0.0000,0.0000,0.0000,0.0000
284,250,0.0000,0.0000,0.0000,0.0000,0.0000
285,251,0.0000,0.0000,0.0000,0.0000,0.0000
286,252,0.0000,0.0000,0.0000,0.0000,0.0000
287,253,0.0000,0.0000,0.0000,0.0000,0.0000
288,254,0.0000,0.0000,0.0000,0.0000,0.0000
289,255,0.0000,0.0000,0.0000,0.0000,0.0000
290,256,0.0000,0.0000,0.0000,0.0000,0.0000
291,257,0.0000,0.0000,0.0000,0.0000,0.0000
292,258,0.0000,0.0000,0.0000,0.0000,0.0000
293,259,0.0000,0.0000,0.0000,0.0000,0.0000
294,260,0.0000,0.0000,0.0000,0.0000,0.0000
295,261,0.0000,0.0000,0.0000,0.0000,0.0000
296,262,0.0000,0.0000,0.0000,0.0000,0.0000
297,263,0.0000,0.0000,0.0000,0.0000,0.0000
298,264,0.0000,0.0000,0.0000,0.0000,0.0000
299,265,5.9434,6.0000,0.9906,0.9886,0.9926
300,265,5.9434,6.0000,0.9906,0.9886,0.9926
301,265,5.9434,6.0000,0.9906,0.9886,0.9926
302,266,0.0000,0.0000,0.0000,0.0000,0.0000
303,267,21.8175,22.0000,0.9917,0.9794,0.9950
304,268,12.7881,13.0000,0.9837,0.9686,0.9885
305,269,0.0000,0.0000,0.0000,0.0000,0.0000
306,270,3.9656,4.0000,0.9914,0.9913,0.9915
307,271,3.9704,4.0000,0.9926,0.9909,0.9943
308,272,7.9869,8.0000,0.9984,0.9976,0.9989
309,273,0.0000,0.0000,0.0000,0.0000,0.0000
310,268,12.7881,13.0000,0.9837,0.9686,0.9885
311,271,3.9704,4.0000,0.9926,0.9909,0.9943
312,271,3.9704,4.0000,0.9926,0.9909,0.9943
313,270,3.9656,4.0000,0.9914,0.9913,0.9915
314,272,7.9869,8.0000,0.9984,0.9976,0.9989
315,268,12.7881,13.0000,0.9837,0.9686,0.9885
316,268,12.7881,13.0000,0.9837,0.9686,0.9885
317,274,0.0000,0.0000,0.0000,0.0000,0.0000
318,267,21.8175,22.0000,0.9917,0.9794,0.9950
319,275,0.0000,0.0000,0.0000,0.0000,0.0000
320,272,7.9869,8.0000,0.9984,0.9976,0.9989
321,276,5.9206,6.0000,0.9868,0.9781,0.9906
322,268,12.7881,13.0000,0.9837,0.9686,0.9885
323,268,12.7881,13.0000,0.9837,0.9686,0.9885
324,276,5.9206,6.0000,0.9868,0.9781,0.9906
325,267,21.8175,22.0000,0.9917,0.9794,0.9950
326,272,7.9869,8.0000,0.9984,0.9976,0.9989
327,277,0.0000,0.0000,0.0000,0.0000,0.0000
328,276,5.9206,6.0000,0.9868,0.9781,0.9906
329,278,0.9884,1.0000,0.9884,0.9884,0.9884
330,267,21.8175,22.0000,0.9917,0.9794,0.9950
331,267,21.8175,22.0000,0.9917,0.9794,0.9950
332,279,5.9912,6.0000,0.9985,0.9980,0.9989
333,270,3.9656,4.0000,0.9914,0.9913,0.9915
334,280,0.0000,0.0000,0.0000,0.0000,0.0000
335,278,0.9884,1.0000,0.9884,0.9884,0.9884
336,267,21.8175,22.0000,0.9917,0.9794,0.9950
337,267,21.8175,22.0000,0.9917,0.9794,0.9950
338,279,5.9912,6.0000,0.9985,0.9980,0.9989
339,267,21.8175,22.0000,0.9917,0.9794,0.9950
340,267,21.8175,22.0000,0.9917,0.9794,0.9950
341,268,12.7881,13.0000,0.9837,0.9686,0.9885
342,267,21.8175,22.0000,0.9917,0.9794,0.9950
343,267,21.8175,22.0000,0.9917,0.9794,0.9950
344,279,5.9912,6.0000,0.9985,0.9980,0.9989
345,281,7.9912,8.0000,0.9989,0.9981,0.9996
346,281,7.9912,8.0000,0.9989,0.9981,0.9996
347,281,7.9912,8.0000,0.9989,0.9981,0.9996
348,281,7.9912,8.0000,0.9989,0.9981,0.9996
349,282,0.0000,0.0000,0.0000,0.0000,0.0000
350,283,0.0000,0.0000,0.0000,0.0000,0.0000
351,284,0.0000,0.0000,0.0000,0.0000,0.0000
352,285,0.0000,0.0000,0.0000,0.0000,0.0000
353,286,0.0000,0.0000,0.0000,0.0000,0.0000
354,287,0.0000,0.0000,0.0000,0.0000,0.0000
355,288,0.0000,0.0000,0.0000,0.0000,0.0000
356,289,0.0000,0.0000,0.0000,0.0000,0.0000
357,290,0.0000,0.0000,0.0000,0.0000,0.0000
358,291,0.0000,0.0000,0.0000,0.0000,0.0000
359,292,0.0000,0.0000,0.0000,0.0000,0.0000
360,293,0.0000,0.0000,0.0000,0.0000,0.0000
361,294,0.0000,0.0000,0.0000,0.0000,0.0000
362,295,0.0000,0.0000,0.0000,0.0000,0.0000
363,296,0.0000,0.0000,0.0000,0.0000,0.0000
364,297,0.0000,0.0000,0.0000,0.0000,0.0000
365,298,0.0000,0.0000,0.0000,0.0000,0.0000
366,299,0.0000,0.0000,0.0000,0.0000,0.0000
367,300,0.0000,0.0000,0.0000,0.0000,0.0000
368,301,0.0000,0.0000,0.0000,0.0000,0.0000
369,302,0.0000,0.0000,0.0000,0.0000,0.0000
370,303,0.0000,0.0000,0.0000,0.0000,0.0000
371,304,0.0000,0.0000,0.0000,0.0000,0.0000
372,305,0.0000,0.0000,0.0000,0.0000,0.0000
373,306,0.0000,0.0000,0.0000,0.0000,0.0000
374,307,0.0000,0.0000,0.0000,0.0000,0.0000
375,308,0.0000,0.0000,0.0000,0.0000,0.0000
376,309,0.0000,0.0000,0.0000,0.0000,0.0000
377,310,0.0000,0.0000,0.0000,0.0000,0.0000
378,311,0.0000,0.0000,0.0000,0.0000,0.0000
379,312,0.0000,0.0000,0.0000,0.0000,0.0000
380,313,0.0000,0.0000,0.0000,0.0000,0.0000
381,314,0.0000,0.0000,0.0000,0.0000,0.0000
382,315,0.0000,0.0000,0.0000,0.0000,0.0000
383,316,0.0000,0.0000,0.0000,0.0000,0.0000
384,317,0.0000,0.0000,0.0000,0.0000,0.0000
385,318,0.0000,0.0000,0.0000,0.0000,0.0000
386,319,0.0000,0.0000,0.0000,0.0000,0.0000
387,320,0.0000,0.0000,0.0000,0.0000,0.0000
388,321,1.9386,2.0000,0.9693,0.9693,0.9693
389,322,0.0000,0.0000,0.0000,0.0000,0.0000
390,323,0.0000,0.0000,0.0000,0.0000,0.0000
391,324,0.0000,0.0000,0.0000,0.0000,0.0000
392,325,0.0000,0.0000,0.0000,0.0000,0.0000
393,326,0.0000,0.0000,0.0000,0.0000,0.0000
394,327,0.0000,0.0000,0.0000,0.0000,0.0000
395,328,0.0000,0.0000,0.0000,0.0000,0.0000
396,329,0.0000,0.0000,0.0000,0.0000,0.0000
397,321,1.9386,2.0000,0.9693,0.9693,0.9693
398,330,0.0000,0.0000,0.0000,0.0000,0.0000
399,331,0.0000,0.0000,0.0000,0.0000,0.0000
400,332,0.0000,0.0000,0.0000,0.0000,0.0000
401,333,0.0000,0.0000,0.0000,0.0000,0.0000
402,334,0.0000,0.0000,0.0000,0.0000,0.0000
403,335,0.0000,0.0000,0.0000,0.0000,0.0000
404,336,0.0000,0.0000,0.0000,0.0000,0.0000
405,337,0.0000,0.0000,0.0000,0.0000,0.0000
406,338,0.0000,0.0000,0.0000,0.0000,0.0000
407,339,0.0000,0.0000,0.0000,0.0000,0.0000
408,340,0.0000,0.0000,0.0000,0.0000,0.0000
409,341,0.0000,0.0000,0.0000,0.0000,0.0000
410,342,1.9444,2.0000,0.9722,0.9722,0.9722
411,343,0.0000,0.0000,0.0000,0.0000,0.0000
412,342,1.9444,2.0000,0.9722,0.9722,0.9722
413,344,0.0000,0.0000,0.0000,0.0000,0.0000
414,345,0.0000,0.0000,0.0000,0.0000,0.0000
415,346,0.0000,0.0000,0.0000,0.0000,0.0000
416,347,0.0000,0.0000,0.0000,0.0000,0.0000
417,348,0.0000,0.0000,0.0000,0.0000,0.0000
418,349,0.0000,0.0000,0.0000,0.0000,0.0000
419,350,0.0000,0.0000,0.0000,0.0000,0.0000
420,351,0.0000,0.0000,0.0000,0.0000,0.0000
421,352,0.0000,0.0000,0.0000,0.0000,0.0000
422,353,0.0000,0.0000,0.0000,0.0000,0.0000
423,354,0.0000,0.0000,0.0000,0.0000,0.0000
424,355,0.0000,0.0000,0.0000,0.0000,0.0000
425,356,0.0000,0.0000,0.0000,0.0000,0.0000
426,357,0.0000,0.0000,0.0000,0.0000,0.0000
427,358,0.0000,0.0000,0.0000,0.0000,0.0000
428,359,0.0000,0.0000,0.0000,0.0000,0.0000
429,360,0.0000,0.0000,0.0000,0.0000,0.0000
430,361,0.0000,0.0000,0.0000,0.0000,0.0000
431,362,0.0000,0.0000,0.0000,0.0000,0.0000
432,363,0.0000,0.0000,0.0000,0.0000,0.0000
433,364,0.0000,0.0000,0.0000,0.0000,0.0000
434,365,0.0000,0.0000,0.0000,0.0000,0.0000
435,366,0.0000,0.0000,0.0000,0.0000,0.0000
436,367,0.0000,0.0000,0.0000,0.0000,0.0000
437,368,0.0000,0.0000,0.0000,0.0000,0.0000
438,369,0.0000,0.0000,0.0000,0.0000,0.0000
439,370,0.0000,0.0000,0.0000,0.0000,0.0000
440,371,0.0000,0.0000,0.0000,0.0000,0.0000
441,372,0.0000,0.0000,0.0000,0.0000,0.0000
442,373,0.0000,0.0000,0.0000,0.0000,0.0000
443,374,0.0000,0.0000,0.0000,0.0000,0.0000
444,375,0.0000,0.0000,0.0000,0.0000,0.0000
445,376,0.0000,0.0000,0.0000,0.0000,0.0000
446,377,0.0000,0.0000,0.0000,0.0000,0.0000
447,378,0.0000,0.0000,0.0000,0.0000,0.0000
448,379,0.0000,0.0000,0.0000,0.0000,0.0000
449,380,0.0000,0.0000,0.0000,0.0000,0.0000
450,381,0.0000,0.0000,0.0000,0.0000,0.0000
451,382,0.0000,0.0000,0.0000,0.0000,0.0000
452,383,0.0000,0.0000,0.0000,0.0000,0.0000
453,384,0.0000,0.0000,0.0000,0.0000,0.0000
454,385,0.0000,0.0000,0.0000,0.0000,0.0000
455,386,0.0000,0.0000,0.0000,0.0000,0.0000
456,387,0.0000,0.0000,0.0000,0.0000,0.0000
457,388,0.0000,0.0000,0.0000,0.0000,0.0000
458,389,0.0000,0.0000,0.0000,0.0000,0.0000
459,390,0.0000,0.0000,0.0000,0.0000,0.0000
460,391,0.0000,0.0000,0.0000,0.0000,0.0000
461,392,0.0000,0.0000,0.0000,0.0000,0.0000
462,393,0.0000,0.0000,0.0000,0.0000,0.0000
463,394,0.0000,0.0000,0.0000,0.0000,0.0000
464,395,0.0000,0.0000,0.0000,0.0000,0.0000
465,396,0.0000,0.0000,0.0000,0.0000,0.0000
466,397,0.0000,0.0000,0.0000,0.0000,0.0000
467,398,0.0000,0.0000,0.0000,0.0000,0.0000
468,399,0.0000,0.0000,0.0000,0.0000,0.0000
469,400,0.0000,0.0000,0.0000,0.0000,0.0000
470,401,0.0000,0.0000,0.0000,0.0000,0.0000
471,402,0.0000,0.0000,0.0000,0.0000,0.0000
472,403,0.0000,0.0000,0.0000,0.0000,0.0000
473,404,0.0000,0.0000,0.0000,0.0000,0.0000
474,405,0.0000,0.0000,0.0000,0.0000,0.0000
475,406,0.0000,0.0000,0.0000,0.0000,0.0000
476,407,0.0000,0.0000,0.0000,0.0000,0.0000
477,408,0.0000,0.0000,0.0000,0.0000,0.0000
478,409,0.0000,0.0000,0.0000,0.0000,0.0000
479,410,0.0000,0.0000,0.0000,0.0000,0.0000
